,,A,B,C,D,E,F
Offshore_Wind,2030-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,174677.2459
Offshore_Wind,2030-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,166685.010404912
Offshore_Wind,2030-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,174808.5597
Offshore_Wind,2030-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,174712.2056
Offshore_Wind,2030-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,174712.2056
Offshore_Wind,2030-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,174712.2056
Offshore_Wind,2030-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,174712.2056
Offshore_Wind,2030-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,174712.2056
Offshore_Wind,2030-01-05 08:00:00,0.0,0.0,0.0,0.0,0.0,174380.3492
Offshore_Wind,2030-01-05 10:00:00,0.0,0.0,0.0,0.0,0.0,174325.2807
Offshore_Wind,2030-01-05 12:00:00,0.0,0.0,0.0,0.0,0.0,174238.0088
Offshore_Wind,2030-01-05 14:00:00,0.0,0.0,0.0,0.0,0.0,171366.866099999
Offshore_Wind,2030-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,154412.8068
Offshore_Wind,2030-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,92223.8744
Offshore_Wind,2030-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,47050.6659
Offshore_Wind,2030-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,21774.6895
Offshore_Wind,2030-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,7730.3443
Offshore_Wind,2030-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,1625.0286
Offshore_Wind,2030-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,4526.5048
Offshore_Wind,2030-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,16633.9948
Offshore_Wind,2030-01-06 08:00:00,0.0,0.0,0.0,0.0,0.0,35016.9373
Offshore_Wind,2030-01-06 10:00:00,0.0,0.0,0.0,0.0,0.0,46645.656
Offshore_Wind,2030-01-06 12:00:00,0.0,0.0,0.0,0.0,0.0,58740.0521
Offshore_Wind,2030-01-06 14:00:00,0.0,0.0,0.0,0.0,0.0,80999.7284
Offshore_Wind,2030-01-06 16:00:00,0.0,0.0,0.0,0.0,0.0,95632.8442
Offshore_Wind,2030-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,91741.1232
Offshore_Wind,2030-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,81793.0595
Offshore_Wind,2030-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,74776.2258
Offshore_Wind,2030-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,84601.6036
Offshore_Wind,2030-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,115749.5232
Offshore_Wind,2030-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,154220.1885
Offshore_Wind,2030-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,166467.5372
Offshore_Wind,2030-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,167450.8953
Offshore_Wind,2030-01-07 10:00:00,0.0,0.0,0.0,0.0,0.0,165530.6575
Offshore_Wind,2030-01-07 12:00:00,0.0,0.0,0.0,0.0,0.0,156271.7884
Offshore_Wind,2030-01-07 14:00:00,0.0,0.0,0.0,0.0,0.0,151452.4231
Offshore_Wind,2030-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,126365.8869
Offshore_Wind,2030-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,83026.8432
Offshore_Wind,2030-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,46619.3722
Offshore_Wind,2030-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,20159.5013
Onshore_Wind,2030-01-01 00:00:00,373411.014948102,80748.54575,0.0,88846.7267,0.0,0.0
Onshore_Wind,2030-01-01 02:00:00,373411.014948102,79727.4014,0.0,88402.88805,0.0,0.0
Onshore_Wind,2030-01-01 04:00:00,373180.813319388,76497.38545,0.0,88686.2685,0.0,0.0
Onshore_Wind,2030-01-01 06:00:00,356647.730467789,72977.9614,0.0,81578.54225,0.0,0.0
Onshore_Wind,2030-01-01 08:00:00,358524.082110333,75203.09045,0.0,74846.39615,0.0,0.0
Onshore_Wind,2030-01-01 10:00:00,274895.921492953,75276.27515,0.0,63947.6695,0.0,0.0
Onshore_Wind,2030-01-01 12:00:00,259912.773755637,64722.1269,0.0,71372.0582,0.0,0.0
Onshore_Wind,2030-01-01 14:00:00,265068.661041277,46047.46135,0.0,37396.7839,0.0,0.0
Onshore_Wind,2030-01-01 16:00:00,168544.124641558,44239.53015,0.0,30981.4062,0.0,0.0
Onshore_Wind,2030-01-01 18:00:00,182869.144242185,47334.18885,0.0,40384.67035,0.0,0.0
Onshore_Wind,2030-01-01 20:00:00,199260.965026283,45346.4853,0.0,41046.48515,0.0,0.0
Onshore_Wind,2030-01-01 22:00:00,132966.646826424,41292.82475,0.0,40056.67125,0.0,0.0
Onshore_Wind,2030-01-02 00:00:00,110553.5923586,27077.5188,0.0,37263.8889,0.0,0.0
Onshore_Wind,2030-01-02 02:00:00,162447.556515584,19464.62015,0.0,30276.4471,0.0,0.0
Onshore_Wind,2030-01-02 04:00:00,278806.006005246,19993.5873,0.0,33500.28765,0.0,0.0
Onshore_Wind,2030-01-02 06:00:00,294296.582278091,27415.31475,0.0,39600.4607,0.0,0.0
Onshore_Wind,2030-01-02 08:00:00,257660.769136587,32870.3807,0.0,62360.85925,0.0,0.0
Onshore_Wind,2030-01-02 10:00:00,303744.685690838,42802.5066,0.0,68772.6395,0.0,0.0
Onshore_Wind,2030-01-02 12:00:00,286114.471293272,52081.60945,0.0,73237.9489,0.0,0.0
Onshore_Wind,2030-01-02 14:00:00,181170.364125833,45184.69865,0.0,57792.3567,0.0,0.0
Onshore_Wind,2030-01-02 16:00:00,178394.095877014,53849.31685,0.0,60711.5602,0.0,0.0
Onshore_Wind,2030-01-02 18:00:00,139117.873858303,43398.00345,0.0,43626.97055,0.0,0.0
Onshore_Wind,2030-01-02 20:00:00,119684.299416769,33388.39715,0.0,31498.9067,0.0,0.0
Onshore_Wind,2030-01-02 22:00:00,118194.471227468,50924.25285,0.0,47651.0153,0.0,0.0
Onshore_Wind,2030-01-03 00:00:00,78586.8836460937,51486.3902,0.0,50669.30415,0.0,0.0
Onshore_Wind,2030-01-03 02:00:00,33820.0443378535,45198.582,0.0,39799.51805,0.0,0.0
Onshore_Wind,2030-01-03 04:00:00,12384.997900174,42835.3025,0.0,35940.79565,0.0,0.0
Onshore_Wind,2030-01-03 06:00:00,2591.23944713534,34998.0033,0.0,31595.19535,0.0,0.0
Onshore_Wind,2030-01-03 08:00:00,3104.5423833952,30542.4915,0.0,33937.22145,0.0,0.0
Onshore_Wind,2030-01-03 10:00:00,11982.9425554576,36856.0193,0.0,49845.1799,0.0,0.0
Onshore_Wind,2030-01-03 12:00:00,28196.188259166,40597.0539,0.0,76214.38935,0.0,0.0
Onshore_Wind,2030-01-03 14:00:00,14550.0704960111,23823.26295,0.0,48904.90305,0.0,0.0
Onshore_Wind,2030-01-03 16:00:00,11324.8189296078,28910.19545,0.0,47816.862,0.0,0.0
Onshore_Wind,2030-01-03 18:00:00,17525.9296076781,48946.1693,0.0,62815.3915,0.0,0.0
Onshore_Wind,2030-01-03 20:00:00,21490.3757401281,63260.2936,0.0,74055.73135,0.0,0.0
Onshore_Wind,2030-01-03 22:00:00,43073.9226377249,71814.90975,0.0,86747.8066,0.0,0.0
Onshore_Wind,2030-01-04 00:00:00,97952.9540316688,83205.21665,0.0,89318.1667,0.0,0.0
Onshore_Wind,2030-01-04 02:00:00,188100.888797753,76539.27795,0.0,89128.8351,0.0,0.0
Onshore_Wind,2030-01-04 04:00:00,350627.586688601,66020.50285,0.0,79454.4715,0.0,0.0
Onshore_Wind,2030-01-04 06:00:00,373411.014948102,63701.6393,0.0,81473.3728,0.0,0.0
Onshore_Wind,2030-01-04 08:00:00,373411.014948102,74351.10545,0.0,85592.5798,0.0,0.0
Onshore_Wind,2030-01-04 10:00:00,373411.014948102,82344.69075,0.0,88463.667,0.0,0.0
Onshore_Wind,2030-01-04 12:00:00,373411.014948102,86107.8644,0.0,89152.8101,0.0,0.0
Onshore_Wind,2030-01-04 14:00:00,373411.014948102,87252.07695,0.0,89365.0965,0.0,0.0
Onshore_Wind,2030-01-04 16:00:00,373411.014948102,86643.24945,0.0,89352.42395,0.0,0.0
Onshore_Wind,2030-01-04 18:00:00,373411.014948102,87580.50445,0.0,89380.9548,0.0,0.0
Onshore_Wind,2030-01-04 20:00:00,373411.014948102,85015.69935,0.0,88009.0032,0.0,0.0
Onshore_Wind,2030-01-04 22:00:00,373373.700861203,84412.07295,0.0,88025.8806,0.0,0.0
Onshore_Wind,2030-01-05 00:00:00,373411.014948102,77515.978,0.0,89018.62985,0.0,0.0
Onshore_Wind,2030-01-05 02:00:00,373411.014948102,83804.4771,0.0,88810.4844,0.0,0.0
Onshore_Wind,2030-01-05 04:00:00,373411.014948102,86912.97405,0.0,89189.9598,0.0,0.0
Onshore_Wind,2030-01-05 06:00:00,373411.014948102,86546.0597,0.0,88551.45585,0.0,0.0
Onshore_Wind,2030-01-05 08:00:00,373411.014948102,85717.76225,0.0,85634.0845,0.0,0.0
Onshore_Wind,2030-01-05 10:00:00,329305.498739124,84904.84065,0.0,85949.8428,0.0,0.0
Onshore_Wind,2030-01-05 12:00:00,343602.133135753,80429.8026,0.0,82192.25795,0.0,0.0
Onshore_Wind,2030-01-05 14:00:00,112378.516359323,46860.5668,0.0,51601.51395,0.0,0.0
Onshore_Wind,2030-01-05 16:00:00,6036.31126930737,10199.6677,0.0,15804.8663,0.0,0.0
Onshore_Wind,2030-01-05 18:00:00,182.415092889979,2159.33225,0.0,3566.5084,0.0,0.0
Onshore_Wind,2030-01-05 20:00:00,1348.14210296717,6458.68345,0.0,9493.18105,0.0,0.0
Onshore_Wind,2030-01-05 22:00:00,2596.85264882794,32668.3689,0.0,66066.811,0.0,0.0
Onshore_Wind,2030-01-06 00:00:00,23628.5126147862,53699.637,0.0,76629.9778,0.0,0.0
Onshore_Wind,2030-01-06 02:00:00,65637.3313053489,57550.0506,0.0,71552.812,0.0,0.0
Onshore_Wind,2030-01-06 04:00:00,84851.9384692224,58491.57115,0.0,80943.9402,0.0,0.0
Onshore_Wind,2030-01-06 06:00:00,145397.677405395,61642.1752,0.0,84598.31805,0.0,0.0
Onshore_Wind,2030-01-06 08:00:00,261750.768233545,71519.5039,0.0,87023.5117,0.0,0.0
Onshore_Wind,2030-01-06 10:00:00,241377.508128604,79857.78795,0.0,87656.13545,0.0,0.0
Onshore_Wind,2030-01-06 12:00:00,336732.553760399,69458.5982,0.0,83273.21895,0.0,0.0
Onshore_Wind,2030-01-06 14:00:00,306784.819527596,56129.16895,0.0,72351.47075,0.0,0.0
Onshore_Wind,2030-01-06 16:00:00,160891.297420319,48862.8402,0.0,70612.88735,0.0,0.0
Onshore_Wind,2030-01-06 18:00:00,83866.8617401147,51953.55695,0.0,64307.84055,0.0,0.0
Onshore_Wind,2030-01-06 20:00:00,83492.7806834755,38437.6722,0.0,43155.2401,0.0,0.0
Onshore_Wind,2030-01-06 22:00:00,121951.254888314,60808.1494,0.0,73640.9339,0.0,0.0
Onshore_Wind,2030-01-07 00:00:00,138950.807430917,79610.73565,0.0,86047.08645,0.0,0.0
Onshore_Wind,2030-01-07 02:00:00,133161.948311322,80366.72725,0.0,84549.07265,0.0,0.0
Onshore_Wind,2030-01-07 04:00:00,115211.425275826,77041.5195,0.0,68877.856,0.0,0.0
Onshore_Wind,2030-01-07 06:00:00,94890.058717896,80996.35245,0.0,78784.26465,0.0,0.0
Onshore_Wind,2030-01-07 08:00:00,77160.9764032529,70597.4758,0.0,66704.7089,0.0,0.0
Onshore_Wind,2030-01-07 10:00:00,68317.5524148583,38390.8437,0.0,34356.19195,0.0,0.0
Onshore_Wind,2030-01-07 12:00:00,43231.5611975353,23177.49355,0.0,15344.07285,0.0,0.0
Onshore_Wind,2030-01-07 14:00:00,3041.71800033054,5035.554,0.0,5103.6421,0.0,0.0
Onshore_Wind,2030-01-07 16:00:00,569.327552265708,1759.61895,0.0,4549.0827,0.0,0.0
Onshore_Wind,2030-01-07 18:00:00,5314.39235607446,7553.28325,0.0,13860.4956,0.0,0.0
Onshore_Wind,2030-01-07 20:00:00,31535.5500812394,19948.15865,0.0,31758.90895,0.0,0.0
Onshore_Wind,2030-01-07 22:00:00,211155.587509035,76250.01425,0.0,87756.5003,0.0,0.0
Solar,2030-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,14399.2270417417
Solar,2030-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,14787.6035101219
Solar,2030-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,14921.6532985653
Solar,2030-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,12767.5401307085
Solar,2030-01-01 08:00:00,0.0,0.0,0.0,0.0,0.0,14890.8583225258
Solar,2030-01-01 10:00:00,0.0,0.0,0.0,0.0,0.0,12445.30418759
Solar,2030-01-01 12:00:00,0.0,0.0,0.0,0.0,0.0,17106.6374044154
Solar,2030-01-01 14:00:00,0.0,0.0,0.0,0.0,0.0,13070.7834150547
Solar,2030-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,26485.5583672053
Solar,2030-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,31848.4969877286
Solar,2030-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,30207.6398411248
Solar,2030-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,12308.8419740996
Solar,2030-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,11987.0599036545
Solar,2030-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,13969.6208665145
Solar,2030-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,11875.2516848305
Solar,2030-01-02 06:00:00,0.0,0.0,0.0,0.0,0.0,9653.500365622
Solar,2030-01-02 08:00:00,0.0,0.0,0.0,0.0,0.0,7666.67847974345
Solar,2030-01-02 10:00:00,0.0,0.0,0.0,0.0,0.0,13869.6302477793
Solar,2030-01-02 12:00:00,0.0,0.0,0.0,0.0,0.0,20456.3520247182
Solar,2030-01-02 14:00:00,0.0,0.0,0.0,0.0,0.0,61372.162918062
Solar,2030-01-02 16:00:00,0.0,0.0,0.0,0.0,0.0,67839.924477372
Solar,2030-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,60046.1224020395
Solar,2030-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,25185.9067626138
Solar,2030-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,8312.33808538562
Solar,2030-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,3118.38632616479
Solar,2030-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,2114.55815079674
Solar,2030-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,1476.58381496077
Solar,2030-01-03 06:00:00,0.0,0.0,0.0,0.0,0.0,292.637006126578
Solar,2030-01-03 08:00:00,0.0,0.0,0.0,0.0,0.0,97.4869489128858
Solar,2030-01-03 10:00:00,0.0,0.0,0.0,0.0,0.0,459.732324350394
Solar,2030-01-03 12:00:00,0.0,0.0,0.0,0.0,0.0,7830.02118702243
Solar,2030-01-03 14:00:00,0.0,0.0,0.0,0.0,0.0,58430.6881840218
Solar,2030-01-03 16:00:00,0.0,0.0,0.0,0.0,0.0,66076.322399226
Solar,2030-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,75088.4747235268
Solar,2030-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,37598.6452467643
Solar,2030-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,1846.30158587225
Solar,2030-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,6491.49478658026
Solar,2030-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,12693.0408967486
Solar,2030-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,14543.2151857973
Solar,2030-01-04 06:00:00,0.0,0.0,0.0,0.0,0.0,14704.0141623664
Solar,2030-01-04 08:00:00,0.0,0.0,0.0,0.0,0.0,14463.032912528
Solar,2030-01-04 10:00:00,0.0,0.0,0.0,0.0,0.0,14402.8317077386
Solar,2030-01-04 12:00:00,0.0,0.0,0.0,0.0,0.0,16737.5804120704
Solar,2030-01-04 14:00:00,0.0,0.0,0.0,0.0,0.0,28560.9965639889
Solar,2030-01-04 16:00:00,0.0,0.0,0.0,0.0,0.0,57443.1211117427
Solar,2030-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,87187.8043148742
Solar,2030-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,57117.0215989683
Solar,2030-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,10257.217307223
Solar,2030-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,14921.6532985653
Solar,2030-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,14921.6532985653
Solar,2030-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,14823.2919733065
Solar,2030-01-05 06:00:00,0.0,0.0,0.0,0.0,0.0,14792.0248575522
Solar,2030-01-05 08:00:00,0.0,0.0,0.0,0.0,0.0,14797.0254148797
Solar,2030-01-05 10:00:00,0.0,0.0,0.0,0.0,0.0,14757.2321124053
Solar,2030-01-05 12:00:00,0.0,0.0,0.0,0.0,0.0,25392.6005951592
Solar,2030-01-05 14:00:00,0.0,0.0,0.0,0.0,0.0,82505.9486197869
Solar,2030-01-05 16:00:00,0.0,0.0,0.0,0.0,0.0,74705.240608121
Solar,2030-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,79935.6083470952
Solar,2030-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,50187.2481332489
Solar,2030-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,1354.28208524611
Solar,2030-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,507.484088371706
Solar,2030-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,2949.32377420132
Solar,2030-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,3775.91652440153
Solar,2030-01-06 06:00:00,0.0,0.0,0.0,0.0,0.0,9844.47341968986
Solar,2030-01-06 08:00:00,0.0,0.0,0.0,0.0,0.0,12760.4562263693
Solar,2030-01-06 10:00:00,0.0,0.0,0.0,0.0,0.0,12571.4195691051
Solar,2030-01-06 12:00:00,0.0,0.0,0.0,0.0,0.0,13873.3798745045
Solar,2030-01-06 14:00:00,0.0,0.0,0.0,0.0,0.0,50783.912550032
Solar,2030-01-06 16:00:00,0.0,0.0,0.0,0.0,0.0,80845.700556739
Solar,2030-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,88599.7879140469
Solar,2030-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,54458.3126151683
Solar,2030-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,10403.4412647831
Solar,2030-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,10494.1040268938
Solar,2030-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,14711.2310905555
Solar,2030-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,14540.4037796314
Solar,2030-01-07 06:00:00,0.0,0.0,0.0,0.0,0.0,13926.7855590862
Solar,2030-01-07 08:00:00,0.0,0.0,0.0,0.0,0.0,8583.18612853375
Solar,2030-01-07 10:00:00,0.0,0.0,0.0,0.0,0.0,4884.4249744074
Solar,2030-01-07 12:00:00,0.0,0.0,0.0,0.0,0.0,15202.3846249092
Solar,2030-01-07 14:00:00,0.0,0.0,0.0,0.0,0.0,83633.9353424836
Solar,2030-01-07 16:00:00,0.0,0.0,0.0,0.0,0.0,74512.8817909831
Solar,2030-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,82978.4250087688
Solar,2030-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,52025.6367443156
Solar,2030-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,1789.92434200562
